transaction_id,amount,time,location,device,is_new_user,transaction_type,prev_transactions,avg_amount,is_night,Class
T409,64274,16,Delhi,Laptop,0,Card,97,4868,0,0
T410,17114,20,Kolkata,Tablet,0,Card,47,2952,0,0
T411,16114,2,Hyderabad,Mobile,0,UPI,31,1646,1,0
T412,58093,8,Delhi,Mobile,0,UPI,56,869,0,0
T413,17827,2,Delhi,Tablet,0,Card,17,4006,1,0
T414,32217,6,Hyderabad,Laptop,0,Card,74,3451,0,0
T415,29471,13,Delhi,Laptop,0,NetBanking,89,1225,0,0
T416,76429,6,Kolkata,Tablet,0,NetBanking,35,4939,0,0
T417,73479,2,Mumbai,Tablet,0,NetBanking,96,2014,1,0
T418,68108,6,Delhi,Tablet,0,UPI,48,3813,0,0
T419,70687,4,Kolkata,Tablet,0,NetBanking,31,2923,1,0
T420,56649,7,Bangalore,Mobile,0,UPI,43,2528,0,0
T421,45213,2,Bangalore,Laptop,0,UPI,1,2874,1,0
T422,19301,5,Delhi,Mobile,0,NetBanking,97,1594,1,0
T423,53463,7,Mumbai,Laptop,0,Card,57,3719,0,0
T424,42928,14,Kolkata,Tablet,0,NetBanking,79,2765,0,0
T425,88833,22,Hyderabad,Laptop,0,NetBanking,16,2031,0,0
T426,20203,19,Bangalore,Laptop,0,UPI,29,336,0,0
T427,73082,18,Delhi,Laptop,0,UPI,4,4043,0,0
T428,62811,11,Hyderabad,Laptop,0,UPI,29,248,0,0
T429,13495,5,Mumbai,Mobile,0,NetBanking,71,1866,1,0
T430,4995,0,Delhi,Mobile,0,Card,75,1623,1,0
T431,19269,13,Hyderabad,Laptop,0,NetBanking,22,1701,0,0
T432,84428,20,Delhi,Tablet,0,UPI,72,2596,0,0
T433,55214,2,Mumbai,Laptop,0,NetBanking,22,1789,1,0
T434,36135,17,Mumbai,Tablet,0,NetBanking,34,505,0,0
T435,65550,14,Delhi,Laptop,1,NetBanking,11,660,0,0
T436,12429,5,Bangalore,Laptop,1,NetBanking,34,3329,1,0
T437,60731,9,Delhi,Tablet,1,NetBanking,5,3238,0,0
T438,94131,6,Bangalore,Mobile,0,Card,72,4594,0,0
T439,24326,1,Kolkata,Tablet,0,NetBanking,34,4461,1,0
T440,5756,1,Mumbai,Mobile,0,Card,53,4359,1,0
T441,73922,13,Hyderabad,Mobile,0,UPI,79,337,0,0
T442,14816,19,Mumbai,Laptop,0,UPI,40,1148,0,0
T443,71408,20,Bangalore,Mobile,0,UPI,20,1063,0,0
T444,17020,14,Kolkata,Laptop,1,UPI,59,4323,0,0
T445,11971,12,Kolkata,Laptop,1,NetBanking,19,3136,0,0
T446,55199,5,Mumbai,Laptop,0,Card,42,4449,1,0
T447,60645,22,Mumbai,Tablet,0,Card,4,2053,0,0
T448,97133,1,Bangalore,Tablet,0,UPI,49,2050,1,0
T449,95794,8,Kolkata,Mobile,0,UPI,8,4344,0,0
T450,71084,13,Bangalore,Mobile,0,NetBanking,79,499,0,0
T451,23391,0,Delhi,Mobile,0,Card,39,2248,1,0
T452,67018,19,Hyderabad,Mobile,0,Card,35,4319,0,0
T453,57109,4,Hyderabad,Laptop,1,NetBanking,61,867,1,1
T454,51296,2,Bangalore,Tablet,0,UPI,91,3129,1,0
T455,99953,6,Bangalore,Laptop,0,NetBanking,85,3816,0,0
T456,62049,22,Hyderabad,Laptop,0,NetBanking,90,2393,0,0
T457,73394,20,Kolkata,Mobile,0,NetBanking,57,1000,0,0
T458,96420,12,Hyderabad,Mobile,0,Card,84,2485,0,0
T459,47176,12,Delhi,Tablet,0,UPI,80,3142,0,0
T460,53844,10,Delhi,Tablet,0,Card,51,4378,0,0
T461,29400,3,Hyderabad,Tablet,1,Card,81,4939,1,0
T462,73030,8,Delhi,Tablet,0,UPI,28,3593,0,0
T463,55416,9,Bangalore,Laptop,1,UPI,63,116,0,0
T464,3291,8,Mumbai,Tablet,1,UPI,1,671,0,0
T465,3731,0,Mumbai,Laptop,1,NetBanking,57,4195,1,0
T466,51531,20,Kolkata,Tablet,1,Card,33,875,0,0
T467,28702,21,Delhi,Mobile,0,NetBanking,78,4026,0,0
T468,25531,12,Kolkata,Tablet,0,NetBanking,31,2248,0,0
T469,42091,12,Bangalore,Mobile,0,Card,86,3556,0,0
T470,7888,18,Kolkata,Laptop,0,NetBanking,23,3188,0,0
T471,83688,19,Delhi,Mobile,0,NetBanking,57,2050,0,0
T472,48455,10,Hyderabad,Tablet,1,UPI,82,2646,0,0
T473,64127,18,Hyderabad,Mobile,0,UPI,4,872,0,0
T474,76395,9,Mumbai,Tablet,0,NetBanking,95,3391,0,0
T475,23988,7,Bangalore,Tablet,0,UPI,24,2476,0,0
T476,52261,14,Delhi,Mobile,0,UPI,48,1927,0,0
T477,97761,3,Mumbai,Tablet,0,UPI,40,4412,1,0
T478,61658,17,Mumbai,Laptop,0,UPI,35,751,0,0
T479,6078,7,Bangalore,Laptop,0,UPI,12,1816,0,0
T480,39171,15,Delhi,Laptop,1,Card,97,622,0,0
T481,17005,14,Hyderabad,Mobile,0,UPI,17,2330,0,0
T482,45100,7,Hyderabad,Tablet,0,UPI,88,3797,0,0
T483,93049,19,Delhi,Tablet,0,UPI,84,3343,0,0
T484,93571,18,Mumbai,Laptop,1,UPI,20,4166,0,0
T485,30941,22,Mumbai,Tablet,1,UPI,11,1356,0,0
T486,44050,17,Delhi,Laptop,0,NetBanking,20,401,0,0
T487,24011,13,Kolkata,Mobile,0,UPI,95,4451,0,0
T488,58041,21,Delhi,Mobile,1,NetBanking,21,3968,0,0
T489,49008,17,Delhi,Mobile,0,NetBanking,84,4658,0,0
T490,55831,17,Delhi,Tablet,0,NetBanking,22,4283,0,0
T491,29839,12,Bangalore,Tablet,0,NetBanking,36,1824,0,0
T492,67012,23,Kolkata,Mobile,0,Card,18,122,1,0
T493,51712,6,Bangalore,Mobile,0,NetBanking,24,3400,0,0
T494,29906,7,Kolkata,Laptop,0,Card,15,1384,0,0
T495,49766,0,Delhi,Tablet,0,Card,98,1955,1,0
T496,95181,1,Hyderabad,Laptop,0,NetBanking,9,1528,1,0
T497,36835,13,Mumbai,Laptop,0,UPI,26,3237,0,0
T498,31756,15,Mumbai,Tablet,0,NetBanking,35,2381,0,0
T499,19133,21,Bangalore,Laptop,1,NetBanking,77,1137,0,0
T500,14044,1,Bangalore,Tablet,0,UPI,19,2734,1,0
T501,36851,18,Bangalore,Tablet,1,NetBanking,69,3995,0,0
T502,23862,4,Bangalore,Laptop,0,UPI,3,1143,1,0
T503,18413,23,Hyderabad,Tablet,0,NetBanking,25,1928,1,0
T504,73545,20,Kolkata,Mobile,0,UPI,20,2185,0,0
T505,64529,3,Mumbai,Mobile,0,Card,44,2420,1,0
T506,27866,6,Kolkata,Laptop,0,NetBanking,13,3686,0,0
T507,16187,4,Hyderabad,Tablet,0,UPI,54,3047,1,0
T508,36827,23,Bangalore,Mobile,0,UPI,81,3359,1,0
T509,28831,18,Delhi,Laptop,0,NetBanking,82,4601,0,0
T510,49915,12,Kolkata,Tablet,0,Card,57,3074,0,0
T511,10358,15,Hyderabad,Tablet,0,Card,93,4378,0,0
T512,6356,22,Mumbai,Laptop,0,Card,62,1751,0,0
T513,50388,14,Hyderabad,Laptop,1,Card,44,4356,0,0
T514,59892,5,Bangalore,Mobile,0,NetBanking,46,2110,1,0
T515,30354,13,Delhi,Laptop,0,UPI,8,4797,0,0
T516,3571,4,Hyderabad,Laptop,0,Card,60,237,1,0
T517,34965,2,Delhi,Laptop,0,Card,93,2857,1,0
T518,53172,12,Hyderabad,Laptop,0,Card,18,1549,0,0
T519,25222,13,Delhi,Mobile,0,Card,68,2103,0,0
T520,2196,20,Hyderabad,Tablet,0,UPI,4,2503,0,0
T521,26301,3,Kolkata,Tablet,0,Card,38,3078,1,0
T522,94948,23,Hyderabad,Tablet,0,NetBanking,69,2956,1,0
T523,13593,13,Kolkata,Tablet,0,UPI,59,1719,0,0
T524,14075,3,Hyderabad,Tablet,0,Card,23,975,1,0
T525,37581,21,Delhi,Laptop,0,Card,34,2074,0,0
T526,19775,13,Delhi,Tablet,0,Card,79,3571,0,0
T527,9933,12,Kolkata,Tablet,0,UPI,72,1819,0,0
T528,95950,19,Mumbai,Laptop,0,UPI,56,789,0,0
T529,30782,6,Bangalore,Mobile,0,UPI,14,771,0,0
T530,8027,10,Mumbai,Tablet,1,Card,14,1043,0,0
T531,65528,9,Kolkata,Mobile,1,UPI,13,4360,0,0
T532,18845,20,Hyderabad,Laptop,0,Card,2,3770,0,0
T533,34621,4,Hyderabad,Tablet,0,Card,18,470,1,0
T534,87996,20,Bangalore,Mobile,0,NetBanking,60,524,0,0
T535,6404,17,Bangalore,Laptop,0,UPI,70,697,0,0
T536,19546,0,Hyderabad,Laptop,0,Card,60,672,1,0
T537,7621,10,Delhi,Mobile,0,Card,85,4372,0,0
T538,86644,1,Mumbai,Mobile,0,UPI,69,2757,1,0
T539,69284,9,Bangalore,Mobile,0,Card,1,3237,0,0
T540,65733,15,Bangalore,Tablet,0,Card,38,3257,0,0
T541,74171,14,Delhi,Laptop,0,UPI,59,4766,0,0
T542,48877,2,Delhi,Laptop,0,Card,62,2708,1,0
T543,37923,6,Hyderabad,Mobile,1,Card,25,1191,0,0
T544,30673,19,Delhi,Tablet,0,UPI,84,1849,0,0
T545,15039,13,Delhi,Mobile,0,NetBanking,39,2205,0,0
T546,40061,16,Delhi,Mobile,0,UPI,24,4070,0,0
T547,43051,11,Bangalore,Tablet,0,Card,98,4969,0,0
T548,64266,19,Delhi,Mobile,0,UPI,49,4502,0,0
T549,95086,23,Delhi,Laptop,0,NetBanking,7,2655,1,0
T550,33343,8,Delhi,Mobile,0,NetBanking,84,4754,0,0
T551,40946,15,Hyderabad,Tablet,1,UPI,81,4663,0,0
T552,85545,11,Delhi,Laptop,0,Card,79,3024,0,0
T553,65894,17,Bangalore,Laptop,0,UPI,32,2367,0,0
T554,85220,22,Bangalore,Mobile,0,UPI,31,787,0,0
T555,20174,4,Mumbai,Laptop,0,UPI,69,1881,1,0
T556,6006,8,Kolkata,Mobile,1,Card,45,4058,0,0
T557,54500,12,Bangalore,Mobile,1,UPI,20,769,0,0
T558,56581,3,Mumbai,Laptop,1,NetBanking,94,1694,1,1
T559,8538,4,Kolkata,Tablet,0,Card,96,2343,1,0
T560,92151,1,Hyderabad,Tablet,0,NetBanking,4,326,1,0
T561,15136,8,Mumbai,Tablet,1,NetBanking,49,745,0,0
T562,31030,11,Mumbai,Laptop,1,UPI,65,3090,0,0
T563,26575,8,Bangalore,Tablet,0,UPI,97,1254,0,0
T564,687,15,Bangalore,Laptop,0,UPI,89,289,0,0
T565,95748,20,Bangalore,Tablet,0,UPI,33,4236,0,0
T566,72086,14,Kolkata,Mobile,0,UPI,74,2426,0,0
T567,77075,21,Delhi,Laptop,0,Card,10,3009,0,0
T568,40818,2,Delhi,Laptop,0,NetBanking,15,1189,1,0
T569,37446,7,Mumbai,Mobile,0,Card,46,2058,0,0
T570,76329,8,Hyderabad,Laptop,0,NetBanking,0,3930,0,0
T571,41914,2,Kolkata,Laptop,0,UPI,24,4728,1,0
T572,72006,20,Delhi,Mobile,0,NetBanking,13,559,0,0
T573,24052,6,Hyderabad,Mobile,1,Card,76,2357,0,0
T574,50390,0,Delhi,Laptop,1,Card,90,2554,1,1
T575,58910,1,Kolkata,Laptop,0,Card,37,241,1,0
T576,2759,20,Kolkata,Tablet,0,NetBanking,34,4017,0,0
T577,22110,19,Hyderabad,Tablet,0,Card,39,4465,0,0
T578,69885,5,Delhi,Tablet,0,UPI,47,4188,1,0
T579,53430,13,Kolkata,Tablet,1,Card,41,2431,0,0
T580,5175,12,Delhi,Laptop,1,UPI,62,2910,0,0
T581,14047,22,Delhi,Mobile,0,UPI,18,3090,0,0
T582,56407,13,Hyderabad,Laptop,0,Card,52,2823,0,0
T583,31755,16,Mumbai,Mobile,0,NetBanking,63,3547,0,0
T584,64407,13,Mumbai,Laptop,0,UPI,98,3148,0,0
T585,98334,13,Kolkata,Mobile,0,NetBanking,67,167,0,0
T586,50239,7,Kolkata,Mobile,1,Card,85,4108,0,0
T587,63195,22,Bangalore,Mobile,0,NetBanking,61,2579,0,0
T588,9985,11,Mumbai,Mobile,0,NetBanking,63,4689,0,0
T589,59029,20,Kolkata,Tablet,0,NetBanking,68,1399,0,0
T590,45000,2,Kolkata,Laptop,0,Card,72,3616,1,0
T591,96236,3,Kolkata,Tablet,1,Card,97,827,1,1
T592,59971,0,Mumbai,Tablet,0,NetBanking,86,1547,1,0
T593,92591,21,Hyderabad,Tablet,0,UPI,46,626,0,0
T594,26749,19,Hyderabad,Mobile,0,Card,20,1673,0,0
T595,96119,18,Kolkata,Mobile,0,Card,70,2495,0,0
T596,31359,3,Delhi,Laptop,0,Card,44,678,1,0
T597,11193,11,Hyderabad,Tablet,1,NetBanking,33,2494,0,0
T598,11290,8,Delhi,Tablet,0,NetBanking,86,4105,0,0
T599,40297,21,Hyderabad,Tablet,0,Card,16,4975,0,0
T600,29033,7,Kolkata,Mobile,0,NetBanking,64,4636,0,0
T601,75968,12,Bangalore,Laptop,0,UPI,39,241,0,0
T602,5510,15,Hyderabad,Mobile,0,Card,55,4896,0,0
T603,54345,16,Kolkata,Mobile,0,UPI,61,1259,0,0
T604,37518,19,Mumbai,Laptop,0,Card,89,440,0,0
T605,3928,16,Hyderabad,Tablet,0,UPI,53,2529,0,0
T606,88396,8,Delhi,Tablet,1,NetBanking,48,4748,0,0
T607,33723,20,Hyderabad,Tablet,0,Card,38,282,0,0
T608,68748,6,Kolkata,Laptop,0,UPI,10,1617,0,0
T609,81654,10,Bangalore,Tablet,0,UPI,45,3728,0,0
T610,61540,7,Mumbai,Laptop,0,Card,75,4779,0,0
T611,78379,20,Bangalore,Mobile,0,Card,60,3411,0,0
T612,22532,12,Kolkata,Tablet,0,Card,91,3421,0,0
T613,81448,7,Delhi,Laptop,1,Card,45,3841,0,0
T614,35920,14,Bangalore,Mobile,0,Card,46,1975,0,0
T615,23477,17,Bangalore,Mobile,0,Card,93,3844,0,0
T616,25095,17,Bangalore,Tablet,0,Card,27,1035,0,0
T617,79031,16,Hyderabad,Mobile,0,NetBanking,14,4106,0,0
T618,71525,8,Mumbai,Mobile,0,NetBanking,50,1966,0,0
T619,74737,17,Kolkata,Laptop,0,UPI,72,870,0,0
T620,19639,5,Bangalore,Mobile,0,Card,1,1728,1,0
T621,30473,2,Delhi,Laptop,0,NetBanking,39,4108,1,0
T622,28769,11,Kolkata,Mobile,0,UPI,64,2098,0,0
T623,31805,4,Mumbai,Tablet,0,Card,48,1250,1,0
T624,73082,23,Delhi,Laptop,0,UPI,27,2424,1,0
T625,79385,10,Hyderabad,Laptop,0,NetBanking,98,3600,0,0
T626,90586,8,Delhi,Mobile,0,UPI,29,3359,0,0
T627,93647,1,Hyderabad,Tablet,0,Card,66,3343,1,0
T628,39858,8,Hyderabad,Laptop,0,NetBanking,74,2141,0,0
T629,66777,3,Hyderabad,Laptop,0,NetBanking,23,4874,1,0
T630,88603,4,Hyderabad,Laptop,0,UPI,36,1691,1,0
T631,21412,0,Delhi,Tablet,1,NetBanking,18,3373,1,0
T632,40479,17,Kolkata,Laptop,0,Card,42,3154,0,0
T633,11838,10,Kolkata,Tablet,0,UPI,37,675,0,0
T634,22952,7,Bangalore,Tablet,0,UPI,55,3375,0,0
T635,95140,3,Mumbai,Tablet,0,Card,49,1499,1,0
T636,19899,2,Kolkata,Laptop,1,NetBanking,3,1278,1,0
T637,7697,21,Mumbai,Mobile,1,NetBanking,90,1357,0,0
T638,77462,17,Delhi,Tablet,0,UPI,14,4440,0,0
T639,53261,4,Delhi,Tablet,1,Card,36,223,1,1
T640,8136,2,Bangalore,Mobile,1,UPI,67,885,1,0
T641,71775,8,Delhi,Mobile,1,NetBanking,76,4254,0,0
T642,64018,19,Bangalore,Mobile,0,NetBanking,95,1401,0,0
T643,27816,4,Bangalore,Mobile,0,UPI,12,2821,1,0
T644,8656,21,Delhi,Laptop,0,NetBanking,86,1046,0,0
T645,64486,9,Kolkata,Tablet,1,NetBanking,50,4957,0,0
T646,440,13,Mumbai,Laptop,0,NetBanking,20,399,0,0
T647,238,6,Delhi,Tablet,0,Card,0,1727,0,0
T648,30754,23,Hyderabad,Tablet,1,UPI,12,1234,1,0
T649,64453,10,Mumbai,Laptop,0,Card,16,3270,0,0
T650,20319,17,Hyderabad,Mobile,0,NetBanking,23,2934,0,0
T651,78088,6,Bangalore,Tablet,0,Card,27,756,0,0
T652,35528,3,Hyderabad,Mobile,1,NetBanking,63,3262,1,0
T653,1240,1,Hyderabad,Laptop,0,NetBanking,44,3730,1,0
T654,19695,21,Hyderabad,Tablet,0,UPI,10,1610,0,0
T655,16959,4,Bangalore,Tablet,0,NetBanking,19,2060,1,0
T656,66193,11,Hyderabad,Laptop,1,NetBanking,18,4861,0,0
T657,60111,11,Kolkata,Laptop,0,UPI,69,4890,0,0
T658,72905,10,Delhi,Laptop,0,UPI,87,2554,0,0
T659,20978,10,Bangalore,Laptop,1,NetBanking,80,3902,0,0
T660,94389,18,Hyderabad,Mobile,0,NetBanking,3,1002,0,0
T661,98768,2,Mumbai,Laptop,0,Card,72,1963,1,0
T662,82135,12,Delhi,Tablet,0,Card,96,4035,0,0
T663,80118,5,Hyderabad,Laptop,0,Card,68,1042,1,0
T664,24145,22,Hyderabad,Mobile,0,Card,95,4217,0,0
T665,36288,21,Kolkata,Mobile,0,UPI,53,3053,0,0
T666,22413,20,Mumbai,Laptop,0,UPI,65,3852,0,0
T667,52987,2,Hyderabad,Tablet,0,Card,56,3334,1,0
T668,77942,17,Kolkata,Laptop,0,UPI,70,641,0,0
T669,10986,2,Hyderabad,Mobile,0,UPI,24,1672,1,0
T670,86256,7,Bangalore,Mobile,1,UPI,59,300,0,0
T671,11490,0,Delhi,Tablet,1,Card,65,3275,1,0
T672,93818,8,Mumbai,Mobile,0,Card,77,513,0,0
T673,1481,10,Kolkata,Tablet,0,NetBanking,2,1009,0,0
T674,33055,12,Hyderabad,Tablet,1,Card,33,2192,0,0
T675,28320,18,Bangalore,Mobile,0,NetBanking,15,2522,0,0
T676,12549,9,Delhi,Laptop,0,UPI,59,4645,0,0
T677,46192,23,Hyderabad,Laptop,0,NetBanking,33,2442,1,0
T678,68587,22,Bangalore,Tablet,1,UPI,54,1150,0,0
T679,23882,20,Hyderabad,Mobile,1,NetBanking,16,536,0,0
T680,35696,20,Mumbai,Tablet,0,Card,18,1404,0,0
T681,30850,16,Bangalore,Tablet,0,UPI,31,1689,0,0
T682,25335,17,Mumbai,Mobile,0,Card,27,1111,0,0
T683,8344,23,Mumbai,Laptop,0,UPI,29,2407,1,0
T684,99632,22,Mumbai,Laptop,0,Card,11,3802,0,0
T685,12337,1,Bangalore,Mobile,0,Card,97,1364,1,0
T686,89181,17,Delhi,Mobile,0,UPI,37,3514,0,0
T687,62651,17,Bangalore,Laptop,0,Card,5,988,0,0
T688,55203,10,Kolkata,Laptop,1,Card,18,4332,0,0
T689,5893,11,Mumbai,Mobile,0,UPI,81,918,0,0
T690,43248,18,Hyderabad,Mobile,1,Card,55,3592,0,0
T691,32541,22,Kolkata,Tablet,0,UPI,32,3999,0,0
T692,92222,23,Mumbai,Tablet,0,UPI,46,4218,1,0
T693,85816,20,Hyderabad,Laptop,1,Card,32,3707,0,0
T694,90063,10,Kolkata,Tablet,1,Card,46,4988,0,0
T695,75457,8,Delhi,Tablet,0,NetBanking,82,1416,0,0
T696,46068,4,Hyderabad,Tablet,0,UPI,27,1123,1,0
T697,87692,2,Kolkata,Mobile,0,Card,17,326,1,0
T698,5455,8,Mumbai,Tablet,0,UPI,12,2357,0,0
T699,27464,12,Kolkata,Laptop,0,NetBanking,1,4844,0,0
T700,20908,5,Kolkata,Tablet,0,NetBanking,55,2105,1,0
T701,51268,3,Hyderabad,Tablet,0,NetBanking,44,1872,1,0
T702,57605,8,Mumbai,Tablet,0,NetBanking,6,1039,0,0
T703,85240,7,Bangalore,Tablet,0,Card,64,455,0,0
T704,61048,10,Kolkata,Tablet,0,NetBanking,56,2196,0,0
T705,4313,21,Kolkata,Mobile,0,UPI,43,2200,0,0
T706,62097,12,Bangalore,Laptop,0,NetBanking,23,3941,0,0
T707,43065,16,Mumbai,Laptop,0,NetBanking,9,774,0,0
T708,24572,2,Kolkata,Laptop,0,NetBanking,16,3951,1,0
T709,36121,19,Hyderabad,Mobile,0,NetBanking,42,839,0,0
T710,1501,5,Kolkata,Tablet,0,Card,27,2931,1,0
T711,12050,16,Hyderabad,Mobile,0,Card,57,3966,0,0
T712,32345,20,Kolkata,Laptop,0,Card,46,2892,0,0
T713,30216,5,Kolkata,Mobile,0,UPI,95,1624,1,0
T714,29436,0,Bangalore,Tablet,0,NetBanking,6,2903,1,0
T715,61340,11,Mumbai,Laptop,0,UPI,42,4679,0,0
T716,50224,6,Bangalore,Laptop,1,NetBanking,50,4652,0,0
T717,4526,7,Hyderabad,Mobile,0,NetBanking,88,3675,0,0
T718,79403,12,Mumbai,Laptop,0,Card,3,4811,0,0
T719,90406,8,Mumbai,Laptop,1,NetBanking,97,3376,0,0
T720,33970,22,Delhi,Mobile,0,Card,3,492,0,0
T721,99034,4,Hyderabad,Mobile,0,Card,83,4629,1,0
T722,61315,21,Delhi,Mobile,0,UPI,58,3370,0,0
T723,77340,9,Hyderabad,Laptop,0,UPI,82,560,0,0
T724,55851,7,Hyderabad,Laptop,1,UPI,94,3583,0,0
T725,74318,0,Bangalore,Mobile,0,UPI,51,3273,1,0
T726,33083,21,Kolkata,Tablet,0,NetBanking,46,258,0,0
T727,80460,13,Mumbai,Tablet,0,NetBanking,4,2395,0,0
T728,76821,5,Hyderabad,Tablet,0,Card,14,2883,1,0
T729,21725,20,Mumbai,Mobile,1,Card,5,3745,0,0
T730,84665,17,Delhi,Tablet,0,Card,45,2032,0,0
T731,44354,2,Kolkata,Laptop,0,Card,92,2667,1,0
T732,77327,12,Delhi,Laptop,0,NetBanking,32,3923,0,0
T733,72110,12,Kolkata,Mobile,0,NetBanking,94,3663,0,0
T734,28428,15,Kolkata,Mobile,0,Card,47,2843,0,0
T735,96163,11,Bangalore,Mobile,0,UPI,88,969,0,0
T736,30973,5,Hyderabad,Laptop,0,Card,28,3742,1,0
T737,28101,16,Mumbai,Mobile,1,UPI,79,1029,0,0
T738,71002,7,Kolkata,Mobile,0,NetBanking,7,2625,0,0
T739,36291,3,Hyderabad,Laptop,0,NetBanking,64,4382,1,0
T740,93883,17,Mumbai,Laptop,0,UPI,85,3215,0,0
T741,78060,4,Hyderabad,Laptop,0,NetBanking,91,3683,1,0
T742,81151,9,Kolkata,Tablet,1,Card,84,2317,0,0
T743,63327,7,Hyderabad,Mobile,1,NetBanking,71,1043,0,0
T744,5822,21,Bangalore,Tablet,0,Card,92,4047,0,0
T745,83696,12,Mumbai,Laptop,0,NetBanking,8,1561,0,0
T746,40795,22,Kolkata,Laptop,1,UPI,0,3843,0,0
T747,92864,6,Delhi,Mobile,0,NetBanking,83,2551,0,0
T748,99032,2,Kolkata,Tablet,0,NetBanking,90,4029,1,0
T749,19249,16,Bangalore,Tablet,0,UPI,92,2103,0,0
T750,82712,17,Mumbai,Tablet,0,UPI,0,253,0,0
T751,30199,19,Kolkata,Laptop,0,UPI,58,3886,0,0
T752,9356,8,Delhi,Laptop,0,UPI,64,2501,0,0
T753,64603,12,Bangalore,Tablet,0,Card,67,4904,0,0
T754,56675,10,Delhi,Mobile,0,Card,20,2735,0,0
T755,76157,18,Mumbai,Tablet,0,UPI,59,2138,0,0
T756,63914,7,Hyderabad,Laptop,0,Card,77,2279,0,0
T757,43898,9,Mumbai,Tablet,1,NetBanking,92,4075,0,0
T758,39564,15,Mumbai,Laptop,0,Card,45,3071,0,0
T759,93788,3,Hyderabad,Laptop,0,Card,98,2568,1,0
T760,47076,2,Bangalore,Mobile,0,NetBanking,26,4235,1,0
T761,14370,3,Hyderabad,Laptop,0,UPI,23,2683,1,0
T762,77901,3,Delhi,Mobile,0,Card,56,2580,1,0
T763,6714,20,Bangalore,Tablet,0,Card,22,3024,0,0
T764,17064,20,Hyderabad,Tablet,0,NetBanking,56,3932,0,0
T765,90911,21,Hyderabad,Tablet,0,Card,56,1773,0,0
T766,88554,6,Bangalore,Tablet,0,UPI,60,4407,0,0
T767,38502,18,Mumbai,Tablet,0,Card,67,4159,0,0
T768,85129,18,Hyderabad,Mobile,0,Card,40,2088,0,0
T769,22512,22,Delhi,Tablet,0,UPI,29,2849,0,0
T770,13256,15,Hyderabad,Tablet,1,UPI,77,4691,0,0
T771,7314,21,Bangalore,Tablet,0,Card,15,2651,0,0
T772,5241,20,Bangalore,Tablet,0,NetBanking,71,371,0,0
T773,45146,9,Hyderabad,Mobile,0,UPI,58,4449,0,0
T774,8812,16,Delhi,Laptop,1,NetBanking,9,2873,0,0
T775,27228,16,Delhi,Laptop,0,Card,51,252,0,0
T776,11256,4,Mumbai,Laptop,0,UPI,64,1852,1,0
T777,2710,3,Mumbai,Laptop,1,NetBanking,87,4299,1,0
T778,85874,6,Delhi,Mobile,0,UPI,0,1106,0,0
T779,66042,6,Kolkata,Laptop,1,UPI,56,3764,0,0
T780,19973,8,Mumbai,Laptop,0,Card,12,4777,0,0
T781,37225,19,Mumbai,Laptop,1,UPI,2,3508,0,0
T782,41620,11,Mumbai,Tablet,0,Card,54,4387,0,0
T783,53412,16,Mumbai,Laptop,0,NetBanking,14,3271,0,0
T784,50819,3,Kolkata,Mobile,0,NetBanking,82,142,1,0
T785,34775,2,Kolkata,Mobile,0,NetBanking,57,1924,1,0
T786,50545,1,Mumbai,Tablet,0,NetBanking,3,3486,1,0
T787,84992,18,Kolkata,Tablet,0,NetBanking,96,2486,0,0
T788,18724,4,Delhi,Tablet,0,UPI,5,1099,1,0
T789,67491,2,Delhi,Tablet,1,Card,79,1581,1,1
T790,56508,19,Bangalore,Tablet,0,UPI,43,3322,0,0
T791,91749,23,Kolkata,Mobile,1,NetBanking,56,4168,1,1
T792,43626,13,Bangalore,Laptop,0,Card,66,3797,0,0
T793,24435,22,Mumbai,Mobile,1,NetBanking,81,4695,0,0
T794,37427,7,Hyderabad,Laptop,0,Card,11,3297,0,0
T795,59822,4,Kolkata,Laptop,0,NetBanking,16,3049,1,0
T796,19652,4,Hyderabad,Mobile,0,Card,77,987,1,0
T797,31902,0,Mumbai,Tablet,0,NetBanking,18,4921,1,0
T798,26149,14,Kolkata,Mobile,0,NetBanking,32,3865,0,0
T799,81586,22,Bangalore,Laptop,0,UPI,18,227,0,0
T800,23031,23,Kolkata,Mobile,0,UPI,73,4556,1,0
T801,94876,7,Bangalore,Tablet,0,Card,28,301,0,0
T802,55412,1,Kolkata,Mobile,1,NetBanking,68,1441,1,1
T803,62220,4,Delhi,Laptop,0,Card,83,4620,1,0
T804,14356,16,Mumbai,Tablet,0,Card,2,4973,0,0
T805,22725,2,Hyderabad,Laptop,0,Card,23,2733,1,0
T806,88329,21,Delhi,Laptop,0,NetBanking,54,3466,0,0
T807,94526,14,Kolkata,Tablet,1,UPI,90,2700,0,0
T808,64719,18,Hyderabad,Laptop,0,Card,65,2949,0,0
T809,81830,5,Bangalore,Mobile,0,Card,9,4268,1,0
T810,94867,5,Bangalore,Laptop,0,UPI,99,2655,1,0
T811,18789,3,Hyderabad,Tablet,1,UPI,25,4857,1,0
T812,3094,15,Delhi,Tablet,0,Card,21,3015,0,0
T813,84481,12,Hyderabad,Laptop,0,Card,44,1191,0,0
T814,78954,16,Delhi,Laptop,0,UPI,82,2020,0,0
T815,77319,8,Mumbai,Mobile,1,Card,31,275,0,0
T816,70921,16,Kolkata,Tablet,0,NetBanking,26,2201,0,0
